Source File Name:	small_signal_Bridge_new
Signal:	FFT - Vib & Ref1 H1 Velocity / Voltage - Mag. & Phase

Frequency	Magnitude	Phase
333562.5	1.460535	75.2494
333625	1.464998	75.37241
333687.5	1.470781	75.43453
333750	1.464021	74.72308
333812.5	1.483525	74.50336
333875	1.487806	74.498
333937.5	1.507792	74.69112
334000	1.50931	74.92288
334062.5	1.501824	74.94528
334125	1.506128	74.72142
334187.5	1.510798	74.39808
334250	1.516603	73.83296
334312.5	1.545884	73.53179
334375	1.538296	73.87011
334437.5	1.555879	74.05524
334500	1.546164	73.98837
334562.5	1.548153	72.96557
334625	1.56147	72.6357
334687.5	1.593136	73.18804
334750	1.585521	73.45802
334812.5	1.586439	73.37109
334875	1.584592	72.93198
334937.5	1.589665	72.15612
335000	1.609332	72.06503
335062.5	1.620476	72.17218
335125	1.625443	72.20386
335187.5	1.616516	71.7221
335250	1.62872	71.82873
335312.5	1.632802	71.36906
335375	1.642577	70.72871
335437.5	1.655952	70.80148
335500	1.653881	71.24078
335562.5	1.668059	71.14204
335625	1.660804	71.06712
335687.5	1.669447	69.59935
335750	1.694972	69.66213
335812.5	1.687905	69.7715
335875	1.690712	69.68174
335937.5	1.699901	69.5202
336000	1.688086	69.01171
336062.5	1.69634	68.37011
336125	1.707029	68.47884
336187.5	1.730294	68.47186
336250	1.725934	68.59832
336312.5	1.728438	68.27045
336375	1.733549	68.12955
336437.5	1.736114	67.66914
336500	1.747811	67.14805
336562.5	1.757919	66.91078
336625	1.768808	67.27783
336687.5	1.762354	67.05167
336750	1.751951	66.72305
336812.5	1.765373	65.23483
336875	1.776354	65.26228
336937.5	1.796815	65.62402
337000	1.795271	65.67876
337062.5	1.782697	65.55124
337125	1.790374	64.7598
337187.5	1.788894	64.29192
337250	1.814306	64.39737
337312.5	1.810735	64.25413
337375	1.809302	63.99538
337437.5	1.815171	63.97735
337500	1.816185	63.42868
337562.5	1.820815	63.22622
337625	1.834606	62.63891
337687.5	1.839696	62.57817
337750	1.830269	62.43002
337812.5	1.833379	62.32623
337875	1.831185	61.66042
337937.5	1.837359	61.34203
338000	1.849488	61.00271
338062.5	1.858821	61.08546
338125	1.85722	61.18134
338187.5	1.850784	60.81761
338250	1.852625	60.05975
338312.5	1.874955	59.58565
338375	1.8719	59.63536
338437.5	1.871855	59.55411
338500	1.873697	59.65029
338562.5	1.879609	59.20955
338625	1.873582	58.68963
338687.5	1.881459	58.2996
338750	1.883955	57.72108
338812.5	1.891869	57.56384
338875	1.900422	57.70103
338937.5	1.885309	57.11135
339000	1.880257	56.54449
339062.5	1.899445	55.77104
339125	1.906106	56.02537
339187.5	1.910406	56.08051
339250	1.902276	55.99222
339312.5	1.896583	55.7454
339375	1.901367	54.92861
339437.5	1.920769	54.56021
339500	1.918283	54.68576
339562.5	1.920762	54.15511
339625	1.917801	54.14687
339687.5	1.902143	53.57064
339750	1.904355	53.23082
339812.5	1.912968	52.75421
339875	1.91727	52.3797
339937.5	1.924874	52.26588
340000	1.919953	52.61823
340062.5	1.905468	51.75411
340125	1.92211	51.35732
340187.5	1.920092	50.93779
340250	1.932067	50.57358
340312.5	1.922486	51.34818
340375	1.898671	50.32597
340437.5	1.915744	50.23126
340500	1.916747	49.38991
340562.5	1.930611	49.17791
340625	1.927831	49.25383
340687.5	1.928448	49.05828
340750	1.92334	48.87373
340812.5	1.915003	48.50397
340875	1.91322	47.95681
340937.5	1.915677	47.47679
341000	1.930755	47.63406
341062.5	1.934513	47.50681
341125	1.919238	47.70718
341187.5	1.907102	46.9715
341250	1.905716	45.99911
341312.5	1.915566	45.85905
341375	1.935844	45.79063
341437.5	1.907897	46.13892
341500	1.90259	44.88726
341562.5	1.898821	44.77534
341625	1.897365	43.91246
341687.5	1.918401	43.93098
341750	1.91296	44.24279
341812.5	1.907971	43.83205
341875	1.896577	43.60274
341937.5	1.90681	43.17476
342000	1.88506	42.60205
342062.5	1.897561	42.43318
342125	1.905935	42.57378
342187.5	1.896594	42.5315
342250	1.895185	42.08958
342312.5	1.885339	41.1086
342375	1.892205	40.42798
342437.5	1.891785	40.9444
342500	1.89707	41.35277
342562.5	1.879886	40.56497
342625	1.880656	40.27971
342687.5	1.862928	39.5486
342750	1.881878	39.45834
342812.5	1.889207	39.29875
342875	1.87824	39.1894
342937.5	1.868567	38.76021
343000	1.86257	38.83031
343062.5	1.85402	38.38688
343125	1.851514	37.68278
343187.5	1.868973	37.37157
343250	1.858518	38.08613
343312.5	1.847073	37.41578
343375	1.833982	37.04559
343437.5	1.844323	35.96909
343500	1.850988	36.04623
343562.5	1.846118	36.41644
343625	1.833305	36.55637
343687.5	1.819316	35.91037
343750	1.835124	35.60468
343812.5	1.811004	34.73482
343875	1.821092	35.01669
343937.5	1.809498	34.84281
344000	1.820692	34.75217
344062.5	1.796259	34.20811
344125	1.800805	34.0068
344187.5	1.797244	33.52161
344250	1.795523	33.33629
344312.5	1.80354	33.18334
344375	1.796279	33.24412
344437.5	1.766002	32.63074
344500	1.77144	32.25077
344562.5	1.765612	31.56445
344625	1.774843	31.45595
344687.5	1.775607	31.74453
344750	1.75085	31.59384
344812.5	1.736803	31.6715
344875	1.74703	30.56161
344937.5	1.764808	30.57294
345000	1.753086	30.53973
345062.5	1.745483	30.45392
345125	1.743843	30.19018
345187.5	1.725192	30.15174
345250	1.723588	29.50071
345312.5	1.715564	29.48571
345375	1.723439	28.95938
345437.5	1.712095	29.57038
345500	1.701285	29.24306
345562.5	1.687995	28.76925
345625	1.694072	28.30257
345687.5	1.707292	28.32515
345750	1.705513	28.23591
345812.5	1.682659	28.0401
345875	1.675754	27.61206
345937.5	1.669275	27.39011
346000	1.678925	27.23413
346062.5	1.682225	26.70142
346125	1.664896	26.46902
346187.5	1.656585	26.68118
346250	1.647635	26.87546
346312.5	1.637218	25.93849
346375	1.643901	26.1588
346437.5	1.640671	25.2411
346500	1.648164	25.76671
346562.5	1.641493	25.98997
346625	1.611029	25.52464
346687.5	1.613319	25.054
346750	1.618414	24.41863
346812.5	1.625738	24.85118
346875	1.61997	24.96924
346937.5	1.590257	24.68252
347000	1.595102	23.53689
347062.5	1.596797	23.95631
347125	1.585113	23.63846
347187.5	1.592603	23.871
347250	1.571325	23.49786
347312.5	1.579363	23.14489
347375	1.563581	22.93004
347437.5	1.569934	22.7566
347500	1.561671	22.39529
347562.5	1.561566	22.70107
347625	1.562913	22.7017
347687.5	1.538101	22.53876
347750	1.526842	21.89312
347812.5	1.537688	21.5424
347875	1.544808	21.69062
347937.5	1.533428	21.61544
348000	1.516573	22.00504
348062.5	1.510873	21.17344
348125	1.516773	21.23583
348187.5	1.520479	20.94196
348250	1.513777	20.90496
348312.5	1.495443	20.92492
348375	1.497134	20.89784
348437.5	1.482879	20.66941
348500	1.48189	19.78415
348562.5	1.479828	19.88488
348625	1.492437	19.85412
348687.5	1.484302	20.46238
348750	1.47139	20.11512
348812.5	1.447452	19.53278
348875	1.453892	18.8015
348937.5	1.475988	19.25362
349000	1.463034	19.25367
349062.5	1.449594	19.60594
349125	1.438525	19.01305
349187.5	1.439301	18.55803
349250	1.445837	18.48104
349312.5	1.437524	18.79812
349375	1.415957	18.92715
349437.5	1.422243	18.61891
349500	1.417562	18.6055
349562.5	1.407986	17.92178
349625	1.416096	17.8206
349687.5	1.4174	18.36507
349750	1.405089	18.51658
349812.5	1.397168	18.27951
349875	1.386913	17.93485
349937.5	1.386826	17.45267
350000	1.390225	17.42571
350062.5	1.396071	17.61438
350125	1.376125	17.87667
350187.5	1.374459	17.52156
350250	1.362979	17.13591
350312.5	1.358503	16.53016
350375	1.353351	16.79758
350437.5	1.362859	17.07859
350500	1.354698	16.90068
350562.5	1.344478	17.01299
350625	1.331098	16.42335
350687.5	1.337481	16.5334
350750	1.333618	16.32653
350812.5	1.333461	16.51813
350875	1.329176	17.01469
350937.5	1.318647	16.18738
351000	1.309102	16.07545
351062.5	1.316587	16.01446
351125	1.319391	15.88258
351187.5	1.314843	16.27942
351250	1.293278	16.20933
351312.5	1.302572	15.57062
351375	1.295924	15.76478
351437.5	1.300852	15.72165
351500	1.29525	15.82735
351562.5	1.287646	15.58797
351625	1.286409	15.50401
351687.5	1.26691	15.22937
351750	1.269777	15.04135
351812.5	1.268745	15.02796
351875	1.27433	14.89138
351937.5	1.273283	15.23566
352000	1.251414	15.53087
352062.5	1.243677	14.75485
352125	1.258353	14.45448
352187.5	1.263282	14.98671
352250	1.251204	15.22654
352312.5	1.236256	14.58753
352375	1.241062	14.41882
352437.5	1.242088	14.05882
352500	1.235286	14.46008
352562.5	1.233348	14.29784
352625	1.23204	14.28062
352687.5	1.212825	14.33422
352750	1.215803	13.70838
352812.5	1.208185	13.73173
352875	1.215098	13.55968
352937.5	1.223577	14.18629
353000	1.207293	14.32772
353062.5	1.196568	13.82232
353125	1.194215	13.46111
353187.5	1.208003	13.67291
353250	1.194352	13.69442
353312.5	1.191354	14.2293
353375	1.183703	13.8793
353437.5	1.180695	13.0243
353500	1.178116	13.18102
353562.5	1.186428	13.12186
353625	1.179229	13.33186
353687.5	1.166902	13.51478
353750	1.16453	13.48093
353812.5	1.151259	13.13866
353875	1.161079	13.19366
353937.5	1.168263	12.62182
354000	1.160584	13.39529
354062.5	1.163332	13.57878
354125	1.144839	13.14732
354187.5	1.143018	13.02312
354250	1.152622	12.47252
354312.5	1.160554	13.42713
354375	1.142162	13.21342
354437.5	1.140376	13.3729
354500	1.136099	12.56413
354562.5	1.132693	12.81023
354625	1.130974	12.53364
354687.5	1.124307	12.80824
354750	1.127259	12.94889
354812.5	1.11816	12.69979
354875	1.113527	12.3202
354937.5	1.111285	12.25664
355000	1.116463	12.18377
355062.5	1.110638	12.70401
355125	1.105632	12.98158
355187.5	1.091797	12.79994
355250	1.095242	11.57259
355312.5	1.099933	11.74941
355375	1.095735	12.46421
355437.5	1.10325	12.87786
355500	1.085668	12.62199
355562.5	1.087333	11.62083
355625	1.093645	11.64568
355687.5	1.094605	12.16007
355750	1.086793	12.18159
355812.5	1.081274	12.15014
355875	1.079177	12.31612
355937.5	1.068376	11.75847
356000	1.07453	11.6035
356062.5	1.079016	11.79674
356125	1.068137	12.23774
356187.5	1.058792	12.17655
356250	1.055887	11.82011
356312.5	1.059614	10.9877
356375	1.063996	11.11929
356437.5	1.067221	12.4831
356500	1.055192	11.65438
356562.5	1.04269	11.6281
356625	1.050336	10.9823
356687.5	1.048327	11.26428
356750	1.040295	11.38963
356812.5	1.044818	11.3684
356875	1.033627	11.5942
356937.5	1.032055	11.20874
357000	1.029741	11.24344
357062.5	1.032863	10.89723
357125	1.039339	11.10618
357187.5	1.032951	11.25792
357250	1.017358	11.27637
357312.5	1.014961	10.77106
357375	1.026896	10.79184
357437.5	1.025401	11.05946
357500	1.019562	11.38703
357562.5	1.013421	11.75455
357625	0.9967141	11.30495
357687.5	1.000741	10.62722
357750	1.015596	10.84313
357812.5	1.009003	10.63799
357875	1.004482	11.16301
357937.5	0.9959304	11.06203
358000	0.996725	11.06216
358062.5	0.9919972	10.84586
358125	0.9939851	10.64892
358187.5	1.000816	10.89039
358250	0.9945777	11.29996
358312.5	0.9819801	10.98984
358375	0.9742525	10.89835
358437.5	0.9945222	10.27044
358500	0.98758	10.41068
358562.5	0.9867503	11.28478
358625	0.9712519	10.94527
358687.5	0.9758072	10.71693
358750	0.9736911	10.28853
358812.5	0.9805768	11.02447
358875	0.9787226	10.90404
358937.5	0.9749814	10.59011
359000	0.9684337	11.09193
359062.5	0.9637058	10.98658
359125	0.9619395	10.697
359187.5	0.9665172	10.47561
359250	0.9618247	10.49777
359312.5	0.9627803	11.2256
359375	0.9550595	11.13869
359437.5	0.9439366	10.48462
359500	0.9565012	10.35692
359562.5	0.956271	10.85339
359625	0.9550586	10.94099
359687.5	0.9457273	10.86242
359750	0.9452235	10.49839
359812.5	0.9524823	10.71939
359875	0.9450478	10.80728
359937.5	0.9435613	11.04523
360000	0.9349297	10.58002
360062.5	0.9338555	10.65523
360125	0.9378058	10.719
360187.5	0.9345298	10.56186
360250	0.9395278	10.27611
360312.5	0.9331971	10.59677
360375	0.9249622	11.27258
360437.5	0.9241691	10.79603
360500	0.9233338	10.4451
360562.5	0.9327493	10.83671
360625	0.9350152	10.95989
360687.5	0.9261962	10.73592
360750	0.9195276	10.77243
360812.5	0.9147	10.45049
360875	0.9226514	10.80618
360937.5	0.9167607	10.9152
361000	0.9174635	10.77959
361062.5	0.921928	10.90422
361125	0.9110245	10.54885
361187.5	0.9038584	10.74759
361250	0.9157695	10.27699
361312.5	0.9100963	10.58001
361375	0.9061408	10.80856
361437.5	0.8951653	10.49754
361500	0.8962542	10.55768
361562.5	0.9011685	10.26095
361625	0.9085663	10.47452
361687.5	0.8991575	11.15068
361750	0.9024535	10.90681
361812.5	0.890567	10.61602
361875	0.8957654	10.32607
361937.5	0.8995526	10.43
362000	0.8896091	11.23907
362062.5	0.8922471	10.88997
362125	0.8899648	11.20949
362187.5	0.8854696	10.06027
362250	0.8928537	10.58906
362312.5	0.8951385	10.36802
362375	0.8964514	10.82037
362437.5	0.8814383	11.076
362500	0.8798253	10.83199
362562.5	0.8819435	10.05381
362625	0.8935356	9.984516
362687.5	0.885451	10.94334
362750	0.8840594	11.04189
362812.5	0.8802943	10.43623
362875	0.8762623	10.35924
362937.5	0.8794092	10.05656
363000	0.8898671	10.66565
363062.5	0.8799029	10.66825
363125	0.8792598	10.59278
363187.5	0.8733228	10.64147
363250	0.8686647	10.00452
363312.5	0.8737886	10.26796
363375	0.8798493	9.984599
363437.5	0.8778766	10.50336
363500	0.8645738	10.99117
363562.5	0.8633984	10.21951
363625	0.8639407	10.10128
363687.5	0.878907	9.948475
363750	0.8715316	10.53615
363812.5	0.8687078	10.71531
363875	0.8604181	9.971031
363937.5	0.8756121	10.07306
364000	0.8715982	10.09851
364062.5	0.863556	10.40093
364125	0.8658081	10.45349
364187.5	0.8571851	10.50035
364250	0.8622913	10.0108
364312.5	0.864997	9.753669
364375	0.8640473	9.941759
364437.5	0.8616753	10.36222
364500	0.855227	10.28026
364562.5	0.8543112	10.17674
364625	0.8487603	9.924749
364687.5	0.859332	9.834404
364750	0.8585184	10.08125
364812.5	0.8516642	10.22918
364875	0.8515327	9.683319
364937.5	0.8497557	9.477926
365000	0.8571844	9.525349
365062.5	0.8574128	9.589509
365125	0.8506629	9.500687
365187.5	0.84928	9.880399
365250	0.849916	9.413659
365312.5	0.8405261	9.344398
365375	0.8418958	9.284945
365437.5	0.8499373	9.509269
365500	0.8450176	10.16287
365562.5	0.8307576	9.688087
365625	0.8287638	8.68984
365687.5	0.8403946	8.965275
365750	0.8507423	8.907643
365812.5	0.8389008	9.316712
365875	0.8337758	9.538747
365937.5	0.8285519	9.329465
366000	0.8307571	8.861457
366062.5	0.835377	9.020081
366125	0.8286713	9.048619
366187.5	0.8279351	9.071637
366250	0.8222247	9.343987
366312.5	0.8307071	9.233317
366375	0.8294588	8.363028
366437.5	0.832035	8.967471
366500	0.8330148	9.10702
366562.5	0.8250447	9.076447
366625	0.8199537	8.522414
366687.5	0.820372	8.170794
366750	0.8269018	8.63231
366812.5	0.8256571	9.385653
366875	0.8204549	9.094562
366937.5	0.8162278	8.312968
367000	0.8114467	8.091967
367062.5	0.816705	8.247433
367125	0.8166726	8.778167
367187.5	0.8097996	9.000013
367250	0.8090172	8.453509
367312.5	0.8096749	7.81928
367375	0.8114189	8.315075
367437.5	0.8092734	7.898341
367500	0.8077345	8.563519
367562.5	0.8076598	8.22881
367625	0.8056272	7.979509
367687.5	0.8034636	7.481987
367750	0.8113195	7.695826
367812.5	0.8075409	8.173563
367875	0.8051277	8.611754
367937.5	0.7991972	8.510974
368000	0.7969657	7.592143
368062.5	0.7970316	7.380349
368125	0.8029255	7.652092
368187.5	0.8018177	7.620633
368250	0.7920208	7.796718
368312.5	0.7962121	7.751803
368375	0.7890429	7.3331
368437.5	0.7921219	7.748307
368500	0.7986868	7.643528
368562.5	0.7934548	7.469354
368625	0.7829202	7.862458
368687.5	0.7821429	7.936757
368750	0.7921782	7.728101
368812.5	0.7904344	7.501848
368875	0.7839071	7.7871
368937.5	0.7826254	7.739553
369000	0.7742014	7.126015
369062.5	0.782517	7.239522
369125	0.7858312	7.268923
369187.5	0.7876807	7.255839
369250	0.7842821	7.562644
369312.5	0.7726221	7.227003
369375	0.7669996	7.249751
369437.5	0.7811667	7.140362
369500	0.7816775	7.43201
369562.5	0.7736747	7.58859
369625	0.7718955	7.696114
369687.5	0.759989	6.911626
369750	0.7718287	6.829834
369812.5	0.7796026	6.849454
369875	0.7745545	7.361477
369937.5	0.761881	7.050663
370000	0.7636595	6.822131
370062.5	0.7705593	6.776357
370125	0.7675397	7.043773
370187.5	0.7702779	7.303432
370250	0.7643525	7.220462
370312.5	0.7642205	6.669332
370375	0.7562172	6.96398
370437.5	0.7552584	7.068847
370500	0.7621112	6.621569
370562.5	0.7696	7.074054
370625	0.7618232	7.474278
370687.5	0.7464862	7.024458
370750	0.7526371	6.607785
370812.5	0.7569883	6.385791
370875	0.763664	7.226602
370937.5	0.7579504	7.343856
371000	0.7519416	7.220836
371062.5	0.7500542	6.251514
371125	0.7521012	6.912481
371187.5	0.7502291	7.31779
371250	0.7502535	6.961636
371312.5	0.743677	6.800482
371375	0.750582	7.143826
371437.5	0.7454957	6.955488
371500	0.7479187	6.452706
371562.5	0.7476476	6.833638
371625	0.7391893	7.221801
371687.5	0.7406203	6.872262
371750	0.7429125	6.578821
371812.5	0.7427639	6.385777
371875	0.7485405	6.471988
371937.5	0.7404097	7.536488
372000	0.7385729	6.541174
372062.5	0.7385492	6.319984
372125	0.7469185	6.589311
372187.5	0.7359444	6.961592
372250	0.7392095	6.892948
372312.5	0.7356173	6.921805
372375	0.7316275	6.664258
372437.5	0.7262492	6.7653
372500	0.7327566	6.686372
372562.5	0.7346172	6.91275
372625	0.7330627	6.877649
372687.5	0.7260026	6.579781
372750	0.7222443	6.546126
372812.5	0.7363704	5.822227
372875	0.7339308	6.582385
372937.5	0.72772	6.970063
373000	0.7188401	6.865237
373062.5	0.7270789	6.337281
373125	0.7313626	6.225858
373187.5	0.7241415	6.724359
373250	0.7230139	6.786939
373312.5	0.7193809	6.68458
373375	0.7251908	6.388669
373437.5	0.7201064	6.106761
373500	0.7144639	6.440801
373562.5	0.723239	6.166223
373625	0.7214979	6.442712
373687.5	0.7087432	7.023382
373750	0.7122723	5.891876
373812.5	0.7137364	5.775495
373875	0.7208082	6.461493
373937.5	0.7051206	7.037809
374000	0.7109514	5.795557
374062.5	0.7096387	6.18489
374125	0.7056041	6.263234
374187.5	0.7171126	5.926129
374250	0.7096512	5.943333
374312.5	0.7079101	6.63922
374375	0.708405	6.361451
374437.5	0.7158893	5.951582
374500	0.7098296	6.159231
374562.5	0.70946	5.641378
374625	0.7034644	6.816965
374687.5	0.6942809	6.204316
374750	0.7041185	5.994467
374812.5	0.7072797	5.921151
374875	0.7106144	6.214182
374937.5	0.7006033	6.586866
375000	0.6987477	6.4449
375062.5	0.6952084	6.000135
375125	0.7014015	6.057769
375187.5	0.7027743	5.662219
375250	0.7043573	6.128545
375312.5	0.6981	6.305633
375375	0.6974579	6.070544
375437.5	0.7002057	5.628754
375500	0.7020979	5.852438
375562.5	0.695757	6.025513
375625	0.6961612	6.088155
375687.5	0.6939981	6.551399
375750	0.6899803	5.340167
375812.5	0.6952133	5.743352
375875	0.6982357	6.215409
375937.5	0.6921514	5.474142
376000	0.6901383	5.661256
376062.5	0.6904694	5.36096
376125	0.6840594	5.485966
376187.5	0.6865341	6.171895
